8801094523206,500,2017,1,1,3,48,45
8801037040029,700,2017,1,4,10,5,37
8801094523206,500,2017,1,4,13,56,14
8801094523206,500,2017,1,5,5,6,23
8801056175870,750,2017,1,5,20,3,31
8801056175870,750,2017,1,7,23,3,9
8801056175870,750,2017,1,8,15,20,54
8801056836016,550,2017,1,8,17,56,25
8801094523206,500,2017,1,11,21,29,52
8801094523206,500,2017,1,12,15,53,12
8801094523206,500,2017,1,13,3,20,20
8801056836016,550,2017,1,13,19,51,19
8801037040029,700,2017,1,14,9,39,50
8801056175870,750,2017,1,15,20,50,42
8801094523206,500,2017,1,16,10,34,14
8801056836016,550,2017,1,16,15,37,23
8801056175870,750,2017,1,16,20,54,16
8801094523206,500,2017,1,18,5,11,46
8801056175870,750,2017,1,18,5,36,36
8801056836016,550,2017,1,18,11,43,16
8808244100973,450,2017,1,18,18,54,13
8808244100973,450,2017,1,19,17,27,23
8801056175870,750,2017,1,20,4,51,50
8801094523206,500,2017,1,20,16,52,45
8808244100973,450,2017,1,24,19,3,43
8801056175870,750,2017,1,24,23,29,21
8801037040029,700,2017,1,25,5,19,31
8801037040029,700,2017,1,25,20,35,24
8808244100973,450,2017,1,26,5,20,30
8801094523206,500,2017,1,27,20,11,50
8808244100973,450,2017,1,28,3,13,3
8808244100973,450,2017,1,28,17,16,17
8801056836016,550,2017,1,30,5,36,57
8801056836016,550,2017,1,30,16,20,13
8801037040029,700,2017,2,2,5,29,27
8801094523206,500,2017,2,3,8,25,16
8801037040029,700,2017,2,3,21,10,19
8801056175870,750,2017,2,4,5,46,35
8801037040029,700,2017,2,4,9,27,15
8801056175870,750,2017,2,4,22,49,46
8801094523206,500,2017,2,5,0,31,17
8801056836016,550,2017,2,6,1,20,24
8801094523206,500,2017,2,8,6,51,13
8801056175870,750,2017,2,9,14,34,45
8801056836016,550,2017,2,11,7,5,54
8808244100973,450,2017,2,11,10,33,5
8801037040029,700,2017,2,12,19,9,1
8808244100973,450,2017,2,12,20,55,52
8801056175870,750,2017,2,15,5,4,24
8801056175870,750,2017,2,15,7,26,37
8801056175870,750,2017,2,16,8,43,17
8801056175870,750,2017,2,18,10,23,13
8801056175870,750,2017,2,18,18,59,6
8801056175870,750,2017,2,22,16,13,11
8801056836016,550,2017,2,23,13,56,59
8801094523206,500,2017,2,24,7,9,52
8801056175870,750,2017,2,25,13,58,21
8801056175870,750,2017,2,26,23,32,24
8801037040029,700,2017,3,1,7,6,19
8801056836016,550,2017,3,1,21,15,41
8801056175870,750,2017,3,2,0,18,48
8801056175870,750,2017,3,2,9,26,9
8808244100973,450,2017,3,2,9,32,57
8801094523206,500,2017,3,2,20,57,33
8801094523206,500,2017,3,3,16,31,50
8801056836016,550,2017,3,3,20,18,40
8801037040029,700,2017,3,4,9,43,51
8801037040029,700,2017,3,4,21,54,51
8801056175870,750,2017,3,8,16,52,23
8801094523206,500,2017,3,9,16,11,28
8801037040029,700,2017,3,12,11,37,45
8801056836016,550,2017,3,14,21,42,21
8801056175870,750,2017,3,15,16,43,16
8801056175870,750,2017,3,18,18,5,50
8801056836016,550,2017,3,18,22,38,14
8801094523206,500,2017,3,19,1,23,1
8801056836016,550,2017,3,24,9,54,10
8808244100973,450,2017,3,24,15,3,46
8808244100973,450,2017,3,25,23,43,20
8808244100973,450,2017,3,27,1,16,12
8801094523206,500,2017,3,27,23,57,4
8801056836016,550,2017,3,28,9,20,5
8808244100973,450,2017,3,29,20,20,19
8801037040029,700,2017,3,30,15,17,28
8808244100973,450,2017,4,1,5,41,21
8801056175870,750,2017,4,1,8,42,56
8801037040029,700,2017,4,2,7,32,7
8801094523206,500,2017,4,2,14,16,5
8801056836016,550,2017,4,2,15,33,59
8801056175870,750,2017,4,3,14,12,23
8801094523206,500,2017,4,4,13,2,42
8801094523206,500,2017,4,5,0,42,54
8801037040029,700,2017,4,6,12,10,46
8808244100973,450,2017,4,8,14,48,1
8801056836016,550,2017,4,8,14,57,10
8808244100973,450,2017,4,11,18,2,14
8801037040029,700,2017,4,11,18,2,42
8801056836016,550,2017,4,12,18,16,20
8801037040029,700,2017,4,12,18,52,7
8801056836016,550,2017,4,13,18,49,10
8801094523206,500,2017,4,16,3,48,32
8801056836016,550,2017,4,16,6,22,49
8808244100973,450,2017,4,16,16,51,11
8808244100973,450,2017,4,17,14,58,15
8801056836016,550,2017,4,20,21,57,50
8801056836016,550,2017,4,21,10,37,22
8801037040029,700,2017,4,21,12,47,2
8801037040029,700,2017,4,21,23,48,14
8801094523206,500,2017,4,24,15,22,54
8801037040029,700,2017,4,25,0,40,53
8801056836016,550,2017,4,25,16,38,59
8801094523206,500,2017,4,26,6,7,39
8801056175870,750,2017,4,30,12,1,46
8801037040029,700,2017,5,1,0,29,20
8801037040029,700,2017,5,1,13,2,3
8801037040029,700,2017,5,2,16,2,2
8808244100973,450,2017,5,3,23,25,14
8801056175870,750,2017,5,4,8,44,20
8808244100973,450,2017,5,5,5,42,51
8801037040029,700,2017,5,7,18,34,14
8801037040029,700,2017,5,7,20,14,35
8801094523206,500,2017,5,8,17,2,34
8808244100973,450,2017,5,12,11,45,33
8801094523206,500,2017,5,12,15,0,50
8801037040029,700,2017,5,14,15,5,27
8808244100973,450,2017,5,15,17,56,25
8801056175870,750,2017,5,16,17,20,25
8801094523206,500,2017,5,17,22,26,14
8801056175870,750,2017,5,18,3,38,40
8801056175870,750,2017,5,18,7,4,14
8801037040029,700,2017,5,18,11,18,13
8801037040029,700,2017,5,19,0,0,55
8801056836016,550,2017,5,21,17,49,8
8801037040029,700,2017,5,24,0,9,56
8801094523206,500,2017,5,24,10,11,16
8801056836016,550,2017,5,25,5,55,52
8801056836016,550,2017,5,25,11,37,49
8801037040029,700,2017,5,25,12,35,1
8801056836016,550,2017,5,25,22,53,26
8801094523206,500,2017,5,26,15,44,44
8801056836016,550,2017,5,28,3,19,41
8801056836016,550,2017,5,28,16,27,10
8801037040029,700,2017,5,28,18,59,44
8801094523206,500,2017,5,29,5,40,30
8801037040029,700,2017,5,30,9,32,12
8801056175870,750,2017,5,31,21,19,27
8801056175870,750,2017,6,2,6,54,40
8801037040029,700,2017,6,2,22,7,53
8801094523206,500,2017,6,3,3,11,3
8801094523206,500,2017,6,8,10,26,57
8808244100973,450,2017,6,9,19,58,43
8801094523206,500,2017,6,9,23,38,11
8808244100973,450,2017,6,11,15,19,49
8801037040029,700,2017,6,12,19,21,24
8801094523206,500,2017,6,14,21,56,52
8801037040029,700,2017,6,15,5,56,19
8801056836016,550,2017,6,15,7,49,35
8801037040029,700,2017,6,16,4,9,5
8801037040029,700,2017,6,16,9,22,49
8801056175870,750,2017,6,17,2,16,58
8801037040029,700,2017,6,17,2,51,1
8801037040029,700,2017,6,17,21,54,45
8801056175870,750,2017,6,18,15,18,29
8801094523206,500,2017,6,19,2,36,8
8801056836016,550,2017,6,19,9,27,24
8808244100973,450,2017,6,20,7,9,53
8801056836016,550,2017,6,22,16,11,44
8801037040029,700,2017,6,23,11,25,8
8801037040029,700,2017,6,24,23,43,1
8801056175870,750,2017,6,25,2,25,44
8801056175870,750,2017,6,25,19,54,3
8801056836016,550,2017,6,25,22,6,44
8801056175870,750,2017,6,28,1,24,41
8801056836016,550,2017,6,29,21,6,22
8801056175870,750,2017,6,30,17,19,8
8801056836016,550,2017,7,1,10,9,53
8801094523206,500,2017,7,1,13,20,22
8808244100973,450,2017,7,2,11,45,8
8801056175870,750,2017,7,6,20,18,52
8801056836016,550,2017,7,7,0,46,0
8801056836016,550,2017,7,7,4,9,28
8801056175870,750,2017,7,8,14,17,39
8808244100973,450,2017,7,9,12,2,49
8801094523206,500,2017,7,10,4,16,8
8808244100973,450,2017,7,10,5,24,25
8801037040029,700,2017,7,10,12,6,32
8801094523206,500,2017,7,11,18,26,2
8801056175870,750,2017,7,11,22,42,21
8801094523206,500,2017,7,14,21,2,56
8801094523206,500,2017,7,16,0,10,2
8801056175870,750,2017,7,18,9,21,28
8801037040029,700,2017,7,20,18,10,27
8801056175870,750,2017,7,21,11,0,32
8801094523206,500,2017,7,22,18,23,24
8801094523206,500,2017,7,22,19,16,24
8808244100973,450,2017,7,23,19,14,40
8801094523206,500,2017,7,23,22,27,5
8801056175870,750,2017,7,25,2,28,1
8808244100973,450,2017,7,25,10,26,4
8801094523206,500,2017,7,26,19,10,41
8801094523206,500,2017,7,28,9,9,34
8801094523206,500,2017,7,28,10,0,46
8801056175870,750,2017,7,28,10,54,24
8808244100973,450,2017,7,29,18,48,51
8801056175870,750,2017,7,30,19,8,32
8801037040029,700,2017,8,1,12,15,23
8801056836016,550,2017,8,5,11,10,51
8801056836016,550,2017,8,5,14,54,6
8801056836016,550,2017,8,6,11,5,55
8801094523206,500,2017,8,6,11,43,48
8808244100973,450,2017,8,6,20,4,12
8808244100973,450,2017,8,7,13,51,57
8808244100973,450,2017,8,7,17,15,42
8801094523206,500,2017,8,8,11,42,30
8801094523206,500,2017,8,8,14,45,13
8801056175870,750,2017,8,9,14,2,39
8801094523206,500,2017,8,10,1,23,54
8808244100973,450,2017,8,11,13,50,53
8801094523206,500,2017,8,13,9,51,41
8801037040029,700,2017,8,13,10,1,40
8801056836016,550,2017,8,14,5,37,21
8801094523206,500,2017,8,14,19,38,19
8801056175870,750,2017,8,15,17,8,38
8801094523206,500,2017,8,16,4,4,18
8801056836016,550,2017,8,17,13,44,45
8808244100973,450,2017,8,20,11,34,25
8808244100973,450,2017,8,23,1,37,55
8808244100973,450,2017,8,24,18,29,3
8801037040029,700,2017,8,28,8,40,39
8801094523206,500,2017,8,28,15,42,39
8801037040029,700,2017,8,29,9,3,2
8808244100973,450,2017,8,29,17,42,37
8801037040029,700,2017,8,30,3,29,10
8801037040029,700,2017,8,30,7,23,41
8801056836016,550,2017,8,30,12,0,49
8801094523206,500,2017,8,31,11,40,47
8801056175870,750,2017,8,31,20,53,29
8801037040029,700,2017,9,1,7,49,39
8801056175870,750,2017,9,1,18,41,47
8808244100973,450,2017,9,2,2,3,13
8801094523206,500,2017,9,4,7,37,1
8801056175870,750,2017,9,8,11,38,42
8801056836016,550,2017,9,8,13,49,19
8808244100973,450,2017,9,9,13,12,38
8808244100973,450,2017,9,10,6,25,51
8801056836016,550,2017,9,10,23,40,46
8808244100973,450,2017,9,14,6,12,19
8808244100973,450,2017,9,14,10,56,38
8801094523206,500,2017,9,15,2,17,14
8801056175870,750,2017,9,16,6,1,14
8801094523206,500,2017,9,21,2,51,18
8801056836016,550,2017,9,21,6,8,36
8801056836016,550,2017,9,22,5,55,18
8801094523206,500,2017,9,24,1,22,48
8801094523206,500,2017,9,25,4,58,11
8808244100973,450,2017,9,26,4,43,58
8801056175870,750,2017,9,27,18,17,19
8801094523206,500,2017,9,28,7,52,36
8801056836016,550,2017,9,28,12,7,19
8801094523206,500,2017,9,30,11,2,1
8801037040029,700,2017,9,30,14,40,39
8808244100973,450,2017,9,30,23,5,23
8801056175870,750,2017,10,4,8,12,8
8801037040029,700,2017,10,4,15,50,55
8801037040029,700,2017,10,5,2,49,11
8801056175870,750,2017,10,6,13,20,46
8808244100973,450,2017,10,9,13,32,44
8801056836016,550,2017,10,11,14,38,39
8801056175870,750,2017,10,11,15,25,28
8801094523206,500,2017,10,13,10,57,49
8801056836016,550,2017,10,13,19,21,12
8801037040029,700,2017,10,16,11,21,33
8801094523206,500,2017,10,16,11,48,45
8801037040029,700,2017,10,17,18,24,5
8801037040029,700,2017,10,20,22,22,10
8801037040029,700,2017,10,22,1,3,16
8801094523206,500,2017,10,24,19,45,45
8801056836016,550,2017,10,25,5,15,13
8801056836016,550,2017,10,25,8,21,11
8808244100973,450,2017,10,25,12,7,57
8801056836016,550,2017,10,25,17,20,7
8801056175870,750,2017,10,26,3,20,20
8801056175870,750,2017,10,26,17,35,5
8808244100973,450,2017,10,26,20,44,50
8801056836016,550,2017,10,27,2,48,48
8801056836016,550,2017,10,30,0,52,22
8801094523206,500,2017,10,31,8,30,53
8801056836016,550,2017,11,2,1,23,35
8801056175870,750,2017,11,4,12,55,26
8801094523206,500,2017,11,4,15,46,0
8808244100973,450,2017,11,5,21,16,6
8801056175870,750,2017,11,6,10,58,0
8801056175870,750,2017,11,7,7,35,8
8801056175870,750,2017,11,7,14,19,45
8808244100973,450,2017,11,7,15,24,27
8808244100973,450,2017,11,8,3,46,47
8801056836016,550,2017,11,8,19,31,0
8801037040029,700,2017,11,10,11,1,57
8801056175870,750,2017,11,11,22,28,28
8801056175870,750,2017,11,13,22,9,19
8801056836016,550,2017,11,14,13,51,21
8801056836016,550,2017,11,14,18,24,44
8801037040029,700,2017,11,15,14,22,3
8801037040029,700,2017,11,16,13,6,54
8801056836016,550,2017,11,16,15,50,41
8801056836016,550,2017,11,16,20,10,57
8801037040029,700,2017,11,17,14,18,54
8808244100973,450,2017,11,17,17,12,3
8801056175870,750,2017,11,22,1,23,46
8801056175870,750,2017,11,24,1,16,8
8801094523206,500,2017,11,24,2,46,12
8801056175870,750,2017,11,24,11,30,52
8801094523206,500,2017,11,25,2,47,25
8801056836016,550,2017,11,25,13,42,37
8801056175870,750,2017,11,25,15,42,1
8808244100973,450,2017,11,26,22,31,4
8801094523206,500,2017,11,27,4,52,18
8808244100973,450,2017,11,28,8,58,33
8801094523206,500,2017,11,28,13,28,48
8801056836016,550,2017,11,28,13,56,36
8801056175870,750,2017,11,30,0,0,40
8801094523206,500,2017,12,2,10,35,42
8808244100973,450,2017,12,3,1,7,56
8801094523206,500,2017,12,3,2,38,2
8808244100973,450,2017,12,4,8,32,59
8801056836016,550,2017,12,5,22,39,6
8801037040029,700,2017,12,8,0,25,49
8801056175870,750,2017,12,8,1,4,0
8801056836016,550,2017,12,8,21,13,54
8801056175870,750,2017,12,9,4,0,50
8801056836016,550,2017,12,9,14,43,19
8801094523206,500,2017,12,9,22,0,14
8801056836016,550,2017,12,9,22,41,41
8801056175870,750,2017,12,11,12,19,54
8801056175870,750,2017,12,11,21,48,55
8801094523206,500,2017,12,12,17,54,57
8801056836016,550,2017,12,14,6,45,52
8801056836016,550,2017,12,15,18,29,57
